StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice
84997a,CHILDRENS CUTLERY POLKADOT GREEN,173,1440.33,78,44,1,8.29,2010-04-26 13:27:00,2011-11-30 14:46:00,2.217948717948718
79323GR,GREEN CHERRY LIGHTS,518,3107.7400000000002,78,18,3,6.75,2009-12-08 13:08:00,2010-04-20 13:43:00,6.641025641025641
84997d,CHILDRENS CUTLERY POLKADOT PINK,363,3031.06,78,47,1,8.29,2010-02-19 11:07:00,2011-11-30 15:33:00,4.653846153846154
47591d,PINK FAIRY CAKE CHILDRENS APRON,253,1274.3799999999999,72,40,1,4.96,2010-08-13 17:00:00,2011-11-29 15:08:00,3.513888888888889
84997c,CHILDRENS CUTLERY POLKADOT BLUE,339,2842.81,72,45,1,8.29,2010-08-31 11:20:00,2011-12-02 10:07:00,4.708333333333333
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,102,762.68,71,38,1,7.46,2009-12-22 15:13:00,2011-12-02 10:08:00,1.4366197183098592
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,229,478.82,62,38,1,2.08,2010-05-26 12:38:00,2011-12-02 10:08:00,3.693548387096774
72801d,4 SKY BLUE DINNER CANDLES,96,237.76,58,39,1,2.46,2010-01-25 15:40:00,2011-11-23 11:11:00,1.6551724137931034
84510a,SET OF 4 ENGLISH ROSE COASTERS,75,185.7,58,33,1,2.46,2010-06-24 11:35:00,2011-06-28 11:53:00,1.293103448275862
85049e,SCANDINAVIAN REDS RIBBONS,256,853.77,56,35,1,3.29,2010-06-24 11:33:00,2011-11-30 14:11:00,4.571428571428571
84873a,FUNKY FLOWER PICNIC BAG FOR 4,84,928.3199999999999,55,10,1,11.02,2009-12-22 14:48:00,2010-06-04 14:49:00,1.5272727272727273
85049g,CHOCOLATE BOX RIBBONS,106,259.3,49,36,1,2.46,2010-11-30 11:51:00,2011-12-02 10:07:00,2.163265306122449
85049a,TRADITIONAL CHRISTMAS RIBBONS,398,1332.8,46,28,1,3.29,2010-08-13 18:07:00,2011-11-30 15:33:00,8.652173913043478
84030e,ENGLISH ROSE HOT WATER BOTTLE,116,942.8800000000001,44,26,1,8.47,2010-09-30 12:33:00,2011-12-04 14:51:00,2.6363636363636362
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,63,209.16,43,31,1,3.29,2010-02-19 10:49:00,2011-11-30 15:33:00,1.4651162790697674
47559b,TEA TIME OVEN GLOVE,151,501.59,42,33,1,3.36,2010-02-19 10:55:00,2011-05-27 15:17:00,3.5952380952380953
84509c,SET OF 4 POLKADOT PLACEMATS,62,467.64,41,28,1,7.62,2010-03-29 15:06:00,2011-11-23 11:11:00,1.5121951219512195
84989a,75 GREEN FAIRY CAKE CASES,74,150.57,41,37,1,2.08,2010-06-04 14:59:00,2011-08-24 10:22:00,1.8048780487804879
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,52,568.91,40,17,1,11.02,2009-12-22 15:10:00,2011-04-26 09:50:00,1.3
84559a,3D SHEET OF DOG STICKERS,57,95.69999999999999,40,25,1,1.69,2010-02-01 11:20:00,2011-06-27 09:12:00,1.425
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,54,460.08000000000004,40,24,1,8.47,2009-12-22 15:04:00,2011-11-23 11:11:00,1.35
85114c,RED ENCHANTED FOREST PLACEMAT,176,582.75,39,31,1,3.29,2009-12-22 15:05:00,2011-11-30 14:11:00,4.512820512820513
15056p,EDWARDIAN PARASOL PINK,45,565.38,37,28,1,12.46,2010-06-24 11:38:00,2011-11-16 10:01:00,1.2162162162162162
48173c,DOORMAT BLACK FLOCK,68,1095.81,36,22,1,16.98,2010-03-29 14:56:00,2011-05-03 09:44:00,1.8888888888888888
ADJUST,Adjustment by john on 26/01/2010 16,36,8897.929999999998,36,1,9,83.095,2010-01-26 16:20:00,2010-01-26 17:28:00,1.0
72801c,4 ROSE PINK DINNER CANDLES,60,148.75,35,22,1,2.46,2010-02-19 11:06:00,2011-11-30 15:33:00,1.7142857142857142
84510c,SET OF 4 POLKADOT COASTERS,53,131.48,33,23,1,2.46,2010-06-08 15:24:00,2011-11-23 11:11:00,1.606060606060606
85014b,RED RETROSPOT UMBRELLA,37,465.96000000000004,33,22,1,12.46,2010-06-24 11:48:00,2011-11-29 11:23:00,1.121212121212121
84884a,ANT WHITE WIRE HEART SPIRAL,45,377.73,33,24,1,8.47,2010-02-19 10:49:00,2011-11-13 11:50:00,1.3636363636363635
85040a,S/4 PINK FLOWER CANDLES IN BOWL,50,166.32,33,25,1,3.29,2009-12-22 14:48:00,2011-11-30 15:33:00,1.5151515151515151
BANK CHARGES,Bank Charges,33,504.241,32,27,2,15.0,2009-12-08 14:29:00,2011-11-28 12:51:00,1.03125
84993a,75 GREEN PETIT FOUR CASES,49,41.05,29,26,1,0.83,2010-01-25 15:42:00,2011-11-13 11:50:00,1.6896551724137931
DCGS0058,MISO PRETTY  GUM,40,33.160000000000004,28,18,1,0.83,2009-12-07 18:02:00,2010-10-22 15:57:00,1.4285714285714286
85014a,BLACK/BLUE POLKADOT UMBRELLA,33,416.12,28,21,1,12.72,2010-06-24 11:48:00,2011-11-29 11:23:00,1.1785714285714286
84660c,PINK STITCHED WALL CLOCK,31,233.98,28,23,1,7.62,2010-05-26 12:36:00,2011-08-11 10:14:00,1.1071428571428572
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,37,154.89,28,25,1,4.21,2010-02-19 11:07:00,2011-10-26 14:42:00,1.3214285714285714
gift_0001_20,Dotcomgiftshop Gift Voucher Â£20.00,28,471.06,26,21,1,17.02,2009-12-14 18:37:00,2011-10-31 14:41:00,1.0769230769230769
82001s,VINYL RECORD FRAME SILVER,108,806.16,25,16,1,7.46,2010-07-30 12:47:00,2011-12-02 10:08:00,4.32
85099b,JUMBO BAG RED RETROSPOT,419,2111.64,25,10,1,5.06,2010-06-04 14:55:00,2010-10-15 11:40:00,16.76
85099f,JUMBO BAG STRAWBERRY,201,1016.3599999999999,25,17,1,5.06,2010-07-26 11:00:00,2011-01-11 14:42:00,8.04
84559b,3D SHEET OF CAT STICKERS,32,53.54,25,18,1,1.66,2010-09-28 09:36:00,2011-09-20 14:46:00,1.28
gift_0001_30,Dotcomgiftshop Gift Voucher Â£30.00,24,610.09,24,21,1,25.53,2009-12-23 15:30:00,2011-09-02 09:26:00,1.0
35004c,SET OF 3 COLOURED  FLYING DUCKS,26,330.72,24,13,1,12.72,2010-06-04 14:53:00,2010-11-12 15:23:00,1.0833333333333333
DCGSSGIRL,GIRLS PARTY BAG,92,295.63,23,16,1,3.29,2010-06-21 15:13:00,2011-11-16 15:23:00,4.0
85232b,SET/3 RUSSIAN DOLL STACKING TINS,25,254.47,22,14,1,10.17,2009-12-22 15:04:00,2010-11-09 11:50:00,1.1363636363636365
DCGSSBOY,BOYS PARTY BAG,77,251.35,21,17,1,3.29,2010-06-21 15:13:00,2011-12-01 16:22:00,3.6666666666666665
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,28,234.28,20,15,1,8.29,2010-03-29 14:55:00,2011-08-24 09:36:00,1.4
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,26,220.94000000000003,19,9,1,8.47,2009-12-22 15:04:00,2011-04-15 10:37:00,1.368421052631579
84596e,SMALL LICORICE DES PINK BOWL,27,67.77,17,12,1,2.51,2010-01-25 15:39:00,2010-12-14 15:56:00,1.588235294117647
84795b,SUNSET CHECK HAMMOCK,19,317.71999999999997,17,14,1,16.63,2010-06-08 15:24:00,2011-11-30 14:11:00,1.1176470588235294
85114a,BLACK ENCHANTED FOREST PLACEMAT,56,185.64000000000001,17,14,1,3.29,2009-12-22 15:09:00,2011-06-08 15:25:00,3.2941176470588234
PADS,PADS TO MATCH ALL CUSHIONS,17,0.017,17,14,2,0.001,2010-01-19 17:04:00,2011-09-25 14:58:00,1.0
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,17,187.57999999999998,16,7,1,11.02,2009-12-22 15:06:00,2010-06-04 14:58:00,1.0625
79066k,RETRO MOD TRAY,26,42.71,16,16,1,1.645,2010-02-19 10:56:00,2011-11-20 13:58:00,1.625
84558a,3D DOG PICTURE PLAYING CARDS,18,107.3,16,10,1,5.91,2009-12-22 14:48:00,2011-03-22 16:55:00,1.125
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,18,198.84,16,5,1,11.02,2009-12-22 15:04:00,2010-05-26 12:54:00,1.125
85114b,IVORY ENCHANTED FOREST PLACEMAT,45,149.73000000000002,16,14,1,3.29,2009-12-22 15:07:00,2011-11-23 11:11:00,2.8125
DCGS0003,BOXED GLASS ASHTRAY,13,32.589999999999996,13,13,1,2.51,2009-12-09 09:42:00,2011-05-05 15:42:00,1.0
84993b,75 BLACK PETIT FOUR CASES,20,16.99,13,6,1,0.85,2010-01-25 15:40:00,2010-04-26 13:30:00,1.5384615384615385
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,16,259.48,13,11,1,16.13,2009-12-07 17:56:00,2010-12-20 15:03:00,1.2307692307692308
gift_0001_10,Dotcomgiftshop Gift Voucher Â£10.00,14,117.88,13,11,1,8.33,2009-12-18 17:06:00,2011-08-31 15:32:00,1.0769230769230769
84596f,SMALL MARSHMALLOWS PINK BOWL,18,44.43,13,11,1,2.46,2010-09-13 10:33:00,2011-10-31 13:48:00,1.3846153846153846
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",13,32.48,12,10,1,2.51,2010-02-01 11:21:00,2011-10-26 14:42:00,1.0833333333333333
84968e,SET OF 16 VINTAGE BLACK CUTLERY,15,379.16999999999996,12,11,1,25.49,2010-06-08 15:25:00,2011-08-17 12:34:00,1.25
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,25,19.970000000000002,12,10,1,0.81,2010-03-29 14:59:00,2011-11-20 13:58:00,2.0833333333333335
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",14,35.04,11,10,1,2.51,2010-02-01 11:21:00,2011-07-08 13:54:00,1.2727272727272727
84520b,PACK 20 ENGLISH ROSE PAPER NAPKINS,110,257.4,10,6,1,2.085,2010-03-05 14:41:00,2010-09-21 13:13:00,11.0
35809a,ENAMEL PINK TEA CONTAINER,10,41.54,10,10,1,4.13,2010-11-26 14:41:00,2011-05-10 15:07:00,1.0
85099c,JUMBO  BAG BAROQUE BLACK WHITE,17,85.17,10,3,1,5.06,2010-06-24 11:31:00,2010-07-26 11:01:00,1.7
85132b,CHARLIE AND LOLA TABLE TINS,10,95.83999999999999,10,7,1,8.29,2010-03-05 14:53:00,2011-06-21 16:36:00,1.0
47590b,PINK HAPPY BIRTHDAY BUNTING,13,140.5,10,8,1,10.79,2010-11-19 13:06:00,2011-11-13 11:50:00,1.3
TEST001,This is a test product.,50,225.0,9,5,1,4.5,2009-12-14 08:34:00,2010-04-12 09:52:00,5.555555555555555
85124a,PINK JUICY FRUIT PHOTO FRAME,10,50.599999999999994,9,8,1,5.06,2010-05-26 12:38:00,2010-08-19 12:17:00,1.1111111111111112
85132a,CHARLIE + LOLA BISCUITS TINS,9,113.42999999999999,9,6,1,8.29,2010-11-17 10:12:00,2011-05-10 15:09:00,1.0
84985a,SET OF 72 GREEN PAPER DOILIES,10,29.8,8,7,1,2.98,2010-06-24 11:51:00,2010-11-17 10:11:00,1.25
47570b,TEA TIME TABLE CLOTH,8,169.4,8,8,1,21.23,2010-06-24 11:50:00,2011-01-25 14:01:00,1.0
47518f,ICON PLACEMAT POP ART ELVIS,8,33.45,8,8,1,4.17,2009-12-22 15:13:00,2011-10-26 14:42:00,1.0
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,10,25.099999999999998,8,5,1,2.51,2010-06-08 15:24:00,2010-12-21 15:20:00,1.25
84030c,KNITTED RAINBOW HOT WATER BOTTLE,24,185.76,8,3,1,7.62,2009-12-22 15:07:00,2010-03-05 14:37:00,3.0
84510e,SET OF 4 GREEN CAROUSEL COASTERS,14,35.089999999999996,6,6,1,2.51,2010-04-09 14:53:00,2011-04-15 10:41:00,2.3333333333333335
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,9,74.78999999999999,6,5,1,8.29,2010-03-29 14:56:00,2011-11-25 15:23:00,1.5
gift_0001_50,Dotcomgiftshop Gift Voucher Â£50.00,6,253.59,6,6,1,42.11,2009-12-18 17:15:00,2011-06-30 15:56:00,1.0
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6,9.78,6,6,1,1.63,2011-01-14 10:12:00,2011-05-10 15:09:00,1.0
85184c,S/4 VALENTINE DECOUPAGE HEART BOX,6,35.35,6,6,1,5.91,2009-12-22 15:06:00,2011-10-26 14:42:00,1.0
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,6,50.82000000000001,6,5,1,8.47,2010-02-19 10:56:00,2010-12-21 15:20:00,1.0
84660b,BLACK STITCHED WALL CLOCK,7,53.18,6,6,1,7.62,2010-06-24 11:48:00,2011-09-07 12:44:00,1.1666666666666667
84989b,75 BLACK FAIRY CAKE CASES,10,12.8,6,4,1,1.28,2010-01-25 15:42:00,2010-06-24 11:31:00,1.6666666666666667
84660a,WHITE STITCHED WALL CLOCK,7,52.699999999999996,5,5,1,7.62,2010-08-02 13:49:00,2011-06-21 16:36:00,1.4
gift_0001_40,Dotcomgiftshop Gift Voucher Â£40.00,5,166.09,5,5,1,33.33,2010-08-10 12:08:00,2011-07-27 15:12:00,1.0
84986b,SET OF 36 SILVER PAPER DOILIES,6,17.88,5,5,1,2.98,2010-05-26 12:40:00,2010-08-06 15:33:00,1.2
D,Discount,196,397.89,5,5,1,32.29,2010-04-15 18:08:00,2010-11-30 11:57:00,39.2
15060b,FAIRY CAKE DESIGN UMBRELLA,5,41.81,5,5,1,8.29,2010-03-05 14:42:00,2011-11-20 13:58:00,1.0
DCGS0069,OOH LA LA DOGS COLLAR,5,80.31,5,5,1,16.13,2010-03-15 09:28:00,2011-01-28 14:25:00,1.0
m,Manual,5,15.049999999999999,4,4,1,2.55,2010-02-19 10:56:00,2010-12-21 15:18:00,1.25
85132c,CHARLIE AND LOLA FIGURES TINS,4,46.099999999999994,4,4,1,8.29,2010-07-07 11:18:00,2011-04-26 09:50:00,1.0
84968d,SET OF 16 VINTAGE RED CUTLERY,4,100.37,4,4,1,24.96,2010-06-08 15:24:00,2011-10-04 10:14:00,1.0
84951b,S/4 BLACK LOVEBIRD COASTERS,5,25.409999999999997,4,3,1,5.06,2009-12-22 15:05:00,2010-03-05 14:43:00,1.25
85231b,CINAMMON SET OF 9 T-LIGHTS,4,6.58,4,4,1,1.645,2010-10-01 13:31:00,2011-04-15 10:40:00,1.0
47556b,TEA TIME TEA TOWELS,4,23.64,4,4,1,5.91,2010-02-19 11:07:00,2010-08-02 13:48:00,1.0
84968a,SET OF 16 VINTAGE ROSE CUTLERY,6,150.82,4,4,1,25.225,2010-07-07 11:17:00,2011-10-31 13:48:00,1.5
72801e,S/4 FESTIVE GREEN DINNER CANDLES,7,17.57,4,4,1,2.51,2010-03-29 15:02:00,2010-08-12 10:39:00,1.75
79302m,"ART LIGHTS,FUNK MONKEY",4,23.77,4,4,1,5.91,2009-12-22 15:12:00,2010-04-09 14:59:00,1.0
84509b,SET OF 4 FAIRY CAKE PLACEMATS,5,37.3,4,4,1,7.46,2011-02-02 12:17:00,2011-11-13 11:50:00,1.25
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,8,6.48,4,4,1,0.81,2010-06-24 11:46:00,2010-12-09 16:26:00,2.0
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,5,8.3,4,4,1,1.66,2010-06-24 11:31:00,2010-12-21 15:23:00,1.25
18096c,WHITE ROUND PORCELAIN TLIGHT HOLDER,6,30.799999999999997,4,2,1,5.17,2009-12-22 15:06:00,2010-01-25 15:42:00,1.5
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,9,74.97,4,3,1,8.379999999999999,2010-06-08 15:24:00,2011-07-08 13:54:00,2.25
DCGS0072,CAT CAMOUFLAGUE COLLAR,4,20.68,3,1,1,5.17,2009-12-14 17:57:00,2009-12-18 17:15:00,1.3333333333333333
85049b,LUSH GREENS RIBBONS,4,9.94,3,3,1,2.46,2010-06-24 11:35:00,2011-09-20 14:46:00,1.3333333333333333
85034a,3 GARDENIA MORRIS BOXED CANDLES,3,24.869999999999997,3,3,1,8.29,2011-05-23 14:19:00,2011-11-08 15:24:00,1.0
85040b,SET/4 BLUE FLOWER CANDLES IN BOWL,7,23.519999999999996,3,3,1,3.36,2010-04-26 13:30:00,2010-06-24 11:35:00,2.3333333333333335
S,SAMPLES,3,136.85,3,3,1,33.05,2010-04-30 14:49:00,2011-10-26 12:20:00,1.0
ADJUST2,Adjustment by Peter on Jun 25 2010,3,731.0500000000001,3,1,1,300.13,2010-06-25 14:15:00,2010-06-25 14:15:00,1.0
85160a,WHITE BIRD GARDEN DESIGN MUG,8,129.04,3,3,1,16.13,2010-03-05 14:52:00,2010-12-21 15:18:00,2.6666666666666665
AMAZONFEE,AMAZON FEE,3,20467.8,3,3,1,6706.71,2010-11-08 10:11:00,2011-03-28 11:57:00,1.0
DCGS0004,HAYNES CAMPER SHOULDER BAG,3,50.59,3,3,1,16.98,2010-04-19 11:19:00,2011-04-27 17:23:00,1.0
85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,3,25.410000000000004,3,3,1,8.47,2010-11-24 10:03:00,2010-12-21 15:21:00,1.0
37494a,FAIRY CAKE CERAMIC BUTTER DISH,4,24.16,3,1,1,6.04,2009-12-22 14:48:00,2009-12-22 15:13:00,1.3333333333333333
47591b,SCOTTIES CHILDRENS APRON,7,29.47,3,2,1,4.21,2010-09-22 15:11:00,2010-09-28 09:36:00,2.3333333333333335
82613a,"METAL SIGN,CUPCAKE SINGLE HOOK",3,7.4799999999999995,3,3,1,2.51,2010-02-01 11:21:00,2011-06-08 15:26:00,1.0
47591c,BLUE FAIRY CAKE CHILD'S APRON,4,16.84,3,3,1,4.21,2010-06-04 14:55:00,2010-07-07 11:18:00,1.3333333333333333
47567b,TEA TIME KITCHEN APRON,3,38.72,3,2,1,13.0,2009-12-22 15:06:00,2010-11-19 13:05:00,1.0
72801g,S/4 BURGUNDY WINE DINNER CANDLES,10,25.099999999999998,3,3,1,2.51,2010-02-19 11:08:00,2010-11-04 09:38:00,3.3333333333333335
84971s,SMALL HEART FLOWERS HOOK,6,9.959999999999999,3,3,1,1.66,2010-05-26 12:43:00,2010-10-28 10:00:00,2.0
84509g,SET OF 4 FAIRY CAKE PLACEMATS,2,14.92,2,1,1,7.46,2011-05-10 15:04:00,2011-05-10 15:07:00,1.0
84596j,MIXED NUTS LIGHT GREEN BOWL,2,5.02,2,2,1,2.51,2010-04-09 14:55:00,2010-11-29 12:06:00,1.0
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,50.98,2,2,1,25.49,2010-10-04 14:31:00,2010-12-21 15:20:00,1.0
84968b,S/16 VINTAGE IVORY CUTLERY,2,50.98,2,2,1,25.49,2010-07-30 12:44:00,2010-11-01 09:13:00,1.0
84661a,WHITE SQUARE TABLE CLOCK,2,10.02,2,2,1,5.01,2010-10-15 11:22:00,2011-05-17 15:37:00,1.0
84661c,PINK SQUARE TABLE CLOCK,2,10.12,2,2,1,5.06,2010-03-05 14:43:00,2010-11-24 09:55:00,1.0
84596g,SMALL CHOCOLATES PINK BOWL,5,12.399999999999999,2,2,1,2.485,2010-11-26 14:41:00,2011-02-17 10:34:00,2.5
84406b,CREAM CUPID HEARTS COAT HANGER,2,13.82,2,1,1,6.91,2009-12-22 14:48:00,2009-12-22 15:09:00,1.0
DCGS0066N,NAVY CUDDLES DOG HOODIE,2,17.3,2,1,1,8.65,2009-12-22 15:05:00,2009-12-22 15:07:00,1.0
85179a,GREEN BITTY LIGHT CHAIN,2,11.780000000000001,2,2,1,5.890000000000001,2010-10-28 09:57:00,2011-11-29 11:23:00,1.0
85124b,BLUE JUICY FRUIT PHOTO FRAME,2,10.23,2,2,1,5.115,2009-12-22 15:06:00,2010-06-24 11:39:00,1.0
85124c,GREEN JUICY FRUIT PHOTO FRAME,3,15.18,2,2,1,5.06,2010-07-22 12:18:00,2010-08-26 09:41:00,1.5
DCGS0070,CAMOUFLAGE DOG COLLAR,2,25.44,2,2,1,12.72,2010-04-01 15:04:00,2010-12-21 13:06:00,1.0
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,2,16.94,2,2,1,8.47,2010-10-22 14:04:00,2010-12-03 11:28:00,1.0
85035c,ROSE 3 WICK MORRIS BOX CANDLE,2,16.94,2,2,1,8.47,2010-11-24 09:55:00,2010-12-07 15:34:00,1.0
SP1002,KID'S CHALKBOARD/EASEL,5,14.75,2,1,1,2.95,2010-10-07 11:12:00,2010-10-07 12:23:00,2.5
85232a,SET/3 POLKA DOT STACKING TINS,2,20.34,2,2,1,10.17,2010-04-09 14:55:00,2010-05-26 12:52:00,1.0
85049d,BRIGHT BLUES RIBBONS,2,4.92,2,2,1,2.46,2011-03-29 13:44:00,2011-05-10 15:06:00,1.0
84031b,CHARLIE LOLA BLUE HOT WATER BOTTLE,1,16.63,1,1,1,16.63,2011-10-31 14:41:00,2011-10-31 14:41:00,1.0
84510b,SET OF 4 FAIRY CAKES COASTERS,1,2.15,1,1,1,2.15,2010-08-02 13:48:00,2010-08-02 13:48:00,1.0
84030b,KNITTED POM POM HOT WATER BOTTLE,1,8.46,1,1,1,8.46,2010-01-25 15:38:00,2010-01-25 15:38:00,1.0
84031a,CHARLIE+LOLA RED HOT WATER BOTTLE,1,16.63,1,1,1,16.63,2011-10-31 14:41:00,2011-10-31 14:41:00,1.0
84509e,SET OF 4 CAROUSEL PLACEMATS,2,15.24,1,1,1,7.62,2010-07-07 11:19:00,2010-07-07 11:19:00,2.0
84029c,BROWN FURRY HOT WATER BOTTLE,1,7.78,1,1,1,7.78,2009-12-22 15:13:00,2009-12-22 15:13:00,1.0
46776b,WOVEN BERRIES CUSHION COVER,1,4.13,1,1,1,4.13,2011-10-31 14:41:00,2011-10-31 14:41:00,1.0
35004p,SET OF 3 PINK FLYING DUCKS,1,12.72,1,1,1,12.72,2010-10-22 14:23:00,2010-10-22 14:23:00,1.0
37482b,CUBIC MUG BLUE POLKA DOT,1,17.35,1,1,1,17.35,2009-12-22 15:10:00,2009-12-22 15:10:00,1.0
37482p,CUBIC MUG PINK POLKA DOT,1,17.35,1,1,1,17.35,2009-12-22 15:12:00,2009-12-22 15:12:00,1.0
46776f,WOVEN ROSE GARDEN CUSHION COVER,7,28.91,1,1,1,4.13,2011-10-31 14:41:00,2011-10-31 14:41:00,7.0
46776a,WOVEN BUBBLE GUM CUSHION COVER,5,20.65,1,1,1,4.13,2011-10-31 14:41:00,2011-10-31 14:41:00,5.0
46776e,WOVEN CANDY CUSHION COVER,1,4.13,1,1,1,4.13,2011-10-31 14:41:00,2011-10-31 14:41:00,1.0
47590a,BLUE HAPPY BIRTHDAY BUNTING,1,11.02,1,1,1,11.02,2010-07-07 11:18:00,2010-07-07 11:18:00,1.0
51014c,"FEATHER PEN,COAL BLACK",1,0.83,1,1,1,0.83,2011-10-31 14:41:00,2011-10-31 14:41:00,1.0
47593a,CAROUSEL DESIGN BABY BIB,1,2.51,1,1,1,2.51,2010-05-26 12:52:00,2010-05-26 12:52:00,1.0
47593b,SCOTTIE DOGS BABY BIB,6,4.9799999999999995,1,1,1,0.83,2011-10-31 14:41:00,2011-10-31 14:41:00,6.0
47594a,CAROUSEL DESIGN WASHBAG,1,4.21,1,1,1,4.21,2010-05-05 14:27:00,2010-05-05 14:27:00,1.0
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,1,8.47,1,1,1,8.47,2010-12-03 11:28:00,2010-12-03 11:28:00,1.0
72802c,VANILLA SCENT CANDLE JEWELLED BOX,1,8.29,1,1,1,8.29,2011-11-23 11:11:00,2011-11-23 11:11:00,1.0
79051a,SMOKEY GREY COLOUR D.O.F. GLASS,1,6.04,1,1,1,6.04,2009-12-22 15:07:00,2009-12-22 15:07:00,1.0
79342b,BROWN FLOWER LIGHTS,1,13.57,1,1,1,13.57,2010-02-19 11:07:00,2010-02-19 11:07:00,1.0
84559d,3D SHEET OF SEA WORLD STICKERS,2,3.38,1,1,1,1.69,2010-10-22 14:04:00,2010-10-22 14:04:00,2.0
85049c,ROMANTIC PINKS RIBBONS,1,2.46,1,1,1,2.46,2011-11-23 11:11:00,2011-11-23 11:11:00,1.0
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,2,16.58,1,1,1,8.29,2011-07-12 13:46:00,2011-07-12 13:46:00,2.0
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,1,8.29,1,1,1,8.29,2011-11-25 15:23:00,2011-11-25 15:23:00,1.0
84985b,SET OF 72 BLACK PAPER DOILIES,1,2.98,1,1,1,2.98,2010-05-26 12:54:00,2010-05-26 12:54:00,1.0
85039b,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,13.44,1,1,1,3.36,2010-02-19 10:56:00,2010-02-19 10:56:00,4.0
84912a,PINK ROSE WASHBAG,2,15.56,1,1,1,7.78,2009-12-22 15:13:00,2009-12-22 15:13:00,2.0
84971l,LARGE HEART FLOWERS HOOK,2,4.92,1,1,1,2.46,2011-11-25 15:23:00,2011-11-25 15:23:00,2.0
