StockCode,lifetime_weeks,active_weeks,zero_weeks,mean_weekly_quantity,median_weekly_quantity,std_weekly_quantity,max_weekly_quantity,zero_rate_pct,active_rate_pct,positive_mean,positive_std,adi,cv_squared,demand_type
90052,100,5,95,0.07,0.0,0.3554766326548574,3.0,95.0,5.0,1.4,0.8944271909999159,20.0,0.4081632653061225,intermittent
84661c,39,2,37,0.05128205128205128,0.0,0.22345586503095896,1.0,94.87179487179488,5.128205128205124,1.0,0.0,19.5,0.0,intermittent
DCGS0070,39,2,37,0.05128205128205128,0.0,0.22345586503095896,1.0,94.87179487179488,5.128205128205124,1.0,0.0,19.5,0.0,intermittent
72802a,57,3,54,0.15789473684210525,0.0,0.9409241977251205,7.0,94.73684210526316,5.263157894736835,3.0,3.4641016151377544,19.0,1.3333333333333333,lumpy
90012B,94,5,89,0.1702127659574468,0.0,0.8996809216024829,6.0,94.68085106382979,5.319148936170208,3.2,2.5884358211089573,18.8,0.6542968750000002,lumpy
84964B,37,2,35,0.4594594594594595,0.0,2.6309545647771877,16.0,94.5945945945946,5.4054054054054035,8.5,10.606601717798213,18.5,1.5570934256055367,lumpy
84964A,37,2,35,0.2972972972972973,0.0,1.6476391336438676,10.0,94.5945945945946,5.4054054054054035,5.5,6.363961030678928,18.5,1.3388429752066118,lumpy
90039A,74,4,70,0.12162162162162163,0.0,0.7205915131620481,6.0,94.5945945945946,5.4054054054054035,2.25,2.5,18.5,1.234567901234568,lumpy
90077,91,5,86,0.054945054945054944,0.0,0.22913544575873127,1.0,94.50549450549451,5.494505494505489,1.0,0.0,18.2,0.0,intermittent
DCGS0004,54,3,51,0.05555555555555555,0.0,0.23121228232266414,1.0,94.44444444444444,5.555555555555557,1.0,0.0,18.0,0.0,intermittent
84402B,36,2,34,1.7222222222222223,0.0,10.163270314818133,61.0,94.44444444444444,5.555555555555557,31.0,42.42640687119285,18.0,1.8730489073881376,lumpy
90034,72,4,68,0.05555555555555555,0.0,0.23066889195376988,1.0,94.44444444444444,5.555555555555557,1.0,0.0,18.0,0.0,intermittent
15060b,90,5,85,0.05555555555555555,0.0,0.23034469096157234,1.0,94.44444444444444,5.555555555555557,1.0,0.0,18.0,0.0,intermittent
90102,72,4,68,0.2638888888888889,0.0,1.383942679301825,10.0,94.44444444444444,5.555555555555557,4.75,4.112987559751022,18.0,0.749769159741459,lumpy
90181C,71,4,67,0.056338028169014086,0.0,0.2322144294558047,1.0,94.36619718309859,5.633802816901408,1.0,0.0,17.75,0.0,intermittent
84732D,88,5,83,0.17045454545454544,0.0,1.0082600342970611,9.0,94.31818181818181,5.681818181818187,3.0,3.391164991562634,17.6,1.2777777777777777,lumpy
90127A,35,2,33,0.4,0.0,2.046517846029604,12.0,94.28571428571429,5.714285714285708,7.0,7.0710678118654755,17.5,1.0204081632653064,lumpy
84596j,35,2,33,0.05714285714285714,0.0,0.23550410797680277,1.0,94.28571428571429,5.714285714285708,1.0,0.0,17.5,0.0,intermittent
84968d,70,4,66,0.05714285714285714,0.0,0.23379132809659064,1.0,94.28571428571429,5.714285714285708,1.0,0.0,17.5,0.0,intermittent
84968a,70,4,66,0.08571428571428572,0.0,0.40799464129960406,3.0,94.28571428571429,5.714285714285708,1.5,1.0,17.5,0.4444444444444444,intermittent
72807a,87,5,82,0.10344827586206896,0.0,0.5065726780112187,4.0,94.25287356321839,5.747126436781613,1.8,1.3038404810405297,17.4,0.5246913580246914,lumpy
90179B,104,6,98,0.07692307692307693,0.0,0.33246089462157286,2.0,94.23076923076923,5.769230769230774,1.3333333333333333,0.5163977794943222,17.333333333333332,0.14999999999999997,intermittent
90041,104,6,98,0.0673076923076923,0.0,0.28775741795953647,2.0,94.23076923076923,5.769230769230774,1.1666666666666667,0.408248290463863,17.333333333333332,0.1224489795918367,intermittent
84617,102,6,96,0.10784313725490197,0.0,0.4855712721104607,3.0,94.11764705882354,5.882352941176464,1.8333333333333333,0.983192080250175,17.0,0.2876033057851239,intermittent
90025D,85,5,80,0.058823529411764705,0.0,0.23669053416557542,1.0,94.11764705882354,5.882352941176464,1.0,0.0,17.0,0.0,intermittent
78026,34,2,32,0.35294117647058826,0.0,1.889081112864239,11.0,94.11764705882354,5.882352941176464,6.0,7.0710678118654755,17.0,1.388888888888889,lumpy
90026C,101,6,95,0.07920792079207921,0.0,0.33713998032958603,2.0,94.05940594059406,5.940594059405939,1.3333333333333333,0.5163977794943223,16.833333333333332,0.15000000000000005,intermittent
90126C,83,5,78,0.25301204819277107,0.0,1.4385237478136406,12.0,93.97590361445783,6.024096385542165,4.2,4.658325879540846,16.6,1.2301587301587296,lumpy
20964,66,4,62,0.25757575757575757,0.0,1.1676486044196959,7.0,93.93939393939394,6.060606060606062,4.25,2.6299556396765835,16.5,0.38292964244521344,intermittent
90035C,49,3,46,0.08163265306122448,0.0,0.3437983113855631,2.0,93.87755102040816,6.122448979591837,1.3333333333333333,0.5773502691896258,16.333333333333332,0.18750000000000008,intermittent
90011C,98,6,92,0.11224489795918367,0.0,0.640274636003788,6.0,93.87755102040816,6.122448979591837,1.8333333333333333,2.0412414523193148,16.333333333333332,1.2396694214876032,lumpy
71496B,81,5,76,0.18518518518518517,0.0,1.0013879257199867,8.0,93.82716049382717,6.172839506172835,3.0,3.082207001484488,16.2,1.0555555555555554,lumpy
85184c,97,6,91,0.061855670103092786,0.0,0.24214462748233068,1.0,93.81443298969072,6.185567010309285,1.0,0.0,16.166666666666668,0.0,intermittent
90043,97,6,91,0.10309278350515463,0.0,0.4445160308900154,3.0,93.81443298969072,6.185567010309285,1.6666666666666667,0.816496580927726,16.166666666666668,0.24,intermittent
16010,64,4,60,0.5,0.0,2.2253945610567474,12.0,93.75,6.25,8.0,4.898979485566356,16.0,0.37499999999999994,intermittent
90049,80,5,75,0.25,0.0,1.6030035100287698,14.0,93.75,6.25,4.0,5.656854249492381,16.0,2.0000000000000004,lumpy
84206A,96,6,90,0.8125,0.0,3.6915622138801036,24.0,93.75,6.25,13.0,8.294576541331088,16.0,0.40710059171597623,intermittent
84661a,32,2,30,0.0625,0.0,0.24593468841898236,1.0,93.75,6.25,1.0,0.0,16.0,0.0,intermittent
17174,95,6,89,0.37894736842105264,0.0,2.5314151595434535,24.0,93.6842105263158,6.315789473684205,6.0,8.94427190999916,15.833333333333334,2.2222222222222223,lumpy
35638A,95,6,89,0.4105263157894737,0.0,3.3911484806650867,33.0,93.6842105263158,6.315789473684205,6.5,12.988456413292536,15.833333333333334,3.9928994082840235,lumpy
90176A,95,6,89,0.08421052631578947,0.0,0.34712061472147354,2.0,93.6842105263158,6.315789473684205,1.3333333333333333,0.5163977794943223,15.833333333333334,0.15000000000000005,intermittent
90141D,79,5,74,0.08860759493670886,0.0,0.39839013920841526,3.0,93.67088607594937,6.329113924050631,1.4,0.8944271909999159,15.8,0.4081632653061225,intermittent
21310,63,4,59,0.09523809523809523,0.0,0.38996632254451674,2.0,93.65079365079364,6.349206349206355,1.5,0.5773502691896257,15.75,0.1481481481481481,intermittent
90050,94,6,88,0.10638297872340426,0.0,0.47446823899465357,3.0,93.61702127659575,6.38297872340425,1.6666666666666667,1.0327955589886446,15.666666666666666,0.384,intermittent
90128C,94,6,88,0.18085106382978725,0.0,1.2526339213913869,12.0,93.61702127659575,6.38297872340425,2.8333333333333335,4.490731195102493,15.666666666666666,2.5121107266435976,lumpy
44265,62,4,58,0.12903225806451613,0.0,0.5274084791320588,3.0,93.54838709677419,6.451612903225808,2.0,0.816496580927726,15.5,0.16666666666666666,intermittent
90074,92,6,86,0.07608695652173914,0.0,0.3050381223580658,2.0,93.47826086956522,6.521739130434781,1.1666666666666667,0.408248290463863,15.333333333333334,0.1224489795918367,intermittent
22351,45,3,42,0.3333333333333333,0.0,1.809068067466582,12.0,93.33333333333333,6.666666666666671,5.0,6.082762530298219,15.0,1.4799999999999998,lumpy
90127B,30,2,28,0.06666666666666667,0.0,0.2537081317024624,1.0,93.33333333333333,6.666666666666671,1.0,0.0,15.0,0.0,intermittent
90152A,104,7,97,0.0673076923076923,0.0,0.2517674638681179,1.0,93.26923076923077,6.730769230769226,1.0,0.0,14.857142857142858,0.0,intermittent
90176C,89,6,83,0.11235955056179775,0.0,0.4631464093859181,3.0,93.25842696629213,6.741573033707866,1.6666666666666667,0.816496580927726,14.833333333333334,0.24,intermittent
90067B,74,5,69,0.13513513513513514,0.0,0.7276218407470829,6.0,93.24324324324324,6.756756756756758,2.0,2.23606797749979,14.8,1.2500000000000002,lumpy
35909B,74,5,69,0.20270270270270271,0.0,0.8755386558004247,6.0,93.24324324324324,6.756756756756758,3.0,1.8708286933869707,14.8,0.38888888888888884,intermittent
81953P,74,5,69,0.44594594594594594,0.0,2.838781775628566,24.0,93.24324324324324,6.756756756756758,6.6,9.813256340277675,14.8,2.210743801652893,lumpy
90135A,59,4,55,0.1864406779661017,0.0,0.8803325443612781,6.0,93.22033898305085,6.779661016949149,2.75,2.362907813126304,14.75,0.7382920110192837,lumpy
84732B,88,6,82,0.3181818181818182,0.0,2.1631472098818527,20.0,93.18181818181819,6.818181818181813,4.666666666666667,7.554248252914824,14.666666666666666,2.6204081632653056,lumpy
21493,43,3,40,0.23255813953488372,0.0,1.1092084114857503,7.0,93.02325581395348,6.976744186046517,3.3333333333333335,3.214550253664318,14.333333333333334,0.9299999999999997,lumpy
85160a,43,3,40,0.18604651162790697,0.0,0.9323757150288917,6.0,93.02325581395348,6.976744186046517,2.6666666666666665,2.8867513459481287,14.333333333333334,1.1718750000000002,lumpy
16151A,57,4,53,0.9122807017543859,0.0,5.71739420463799,43.0,92.98245614035088,7.017543859649123,13.0,20.016659728003237,14.25,2.370808678500986,lumpy
90024F,85,6,79,0.09411764705882353,0.0,0.3659146859897388,2.0,92.94117647058823,7.058823529411768,1.3333333333333333,0.5163977794943222,14.166666666666666,0.14999999999999997,intermittent
90012A,85,6,79,0.1411764705882353,0.0,0.7096770086332466,6.0,92.94117647058823,7.058823529411768,2.0,2.0,14.166666666666666,1.0,lumpy
90176D,99,7,92,0.1111111111111111,0.0,0.42591770999996,2.0,92.92929292929293,7.070707070707073,1.5714285714285714,0.5345224838248488,14.142857142857142,0.115702479338843,intermittent
21119,42,3,39,0.07142857142857142,0.0,0.26066118021500656,1.0,92.85714285714286,7.142857142857139,1.0,0.0,14.0,0.0,intermittent
90076,98,7,91,0.12244897959183673,0.0,0.6464065000829304,6.0,92.85714285714286,7.142857142857139,1.7142857142857142,1.8898223650461359,14.0,1.2152777777777777,lumpy
72783,83,6,77,0.4457831325301205,0.0,1.9954399970089898,12.0,92.7710843373494,7.228915662650607,6.166666666666667,4.792355023020171,13.833333333333334,0.6039444850255661,lumpy
90176B,55,4,51,0.09090909090909091,0.0,0.3481553119113957,2.0,92.72727272727273,7.272727272727266,1.25,0.5,13.75,0.16000000000000003,intermittent
35910B,96,7,89,0.3020833333333333,0.0,1.2407111005740696,6.0,92.70833333333333,7.291666666666671,4.142857142857143,2.410295378065479,13.714285714285714,0.3384859294490685,intermittent
44228,41,3,38,1.170731707317073,0.0,4.493898302278269,24.0,92.6829268292683,7.317073170731703,16.0,6.928203230275509,13.666666666666666,0.18749999999999997,intermittent
84415A,81,6,75,0.3333333333333333,0.0,1.3228756555322956,6.0,92.5925925925926,7.407407407407405,4.5,2.345207879911715,13.5,0.2716049382716049,intermittent
90060B,54,4,50,0.1111111111111111,0.0,0.4196434545311265,2.0,92.5925925925926,7.407407407407405,1.5,0.5773502691896257,13.5,0.1481481481481481,intermittent
85124b,27,2,25,0.07407407407407407,0.0,0.26688025634181184,1.0,92.5925925925926,7.407407407407405,1.0,0.0,13.5,0.0,intermittent
90025A,27,2,25,0.07407407407407407,0.0,0.26688025634181184,1.0,92.5925925925926,7.407407407407405,1.0,0.0,13.5,0.0,intermittent
gift_0001_50,81,6,75,0.07407407407407407,0.0,0.26352313834736496,1.0,92.5925925925926,7.407407407407405,1.0,0.0,13.5,0.0,intermittent
84805A,92,7,85,1.4673913043478262,0.0,10.15425108503554,96.0,92.3913043478261,7.608695652173907,19.285714285714285,34.10138944243712,13.142857142857142,3.1266026520347503,lumpy
90212C,92,7,85,0.16304347826086957,0.0,0.6162127132565325,3.0,92.3913043478261,7.608695652173907,2.142857142857143,0.8997354108424375,13.142857142857142,0.17629629629629634,intermittent
90140,91,7,84,0.0989010989010989,0.0,0.366816486208478,2.0,92.3076923076923,7.692307692307693,1.2857142857142858,0.48795003647426655,13.0,0.14403292181069957,intermittent
17007B,78,6,72,0.4358974358974359,0.0,1.9973342207412332,12.0,92.3076923076923,7.692307692307693,5.666666666666667,5.08592829940284,13.0,0.8055363321799308,lumpy
90084,65,5,60,0.4,0.0,2.310303010429585,18.0,92.3076923076923,7.692307692307693,5.2,7.362064927722384,13.0,2.0044378698224854,lumpy
90131,52,4,48,0.15384615384615385,0.0,0.6381534447172755,4.0,92.3076923076923,7.692307692307693,2.0,1.4142135623730951,13.0,0.5000000000000001,lumpy
90030A,104,8,96,0.7596153846153846,0.0,3.880484386508438,30.0,92.3076923076923,7.692307692307693,9.875,10.894789055848147,13.0,1.2172042026232057,lumpy
90132,90,7,83,0.07777777777777778,0.0,0.2693219858921545,1.0,92.22222222222223,7.7777777777777715,1.0,0.0,12.857142857142858,0.0,intermittent
90027A,77,6,71,0.11688311688311688,0.0,0.512322523160485,4.0,92.20779220779221,7.79220779220779,1.5,1.224744871391589,12.833333333333334,0.6666666666666665,lumpy
84963B,64,5,59,0.28125,0.0,1.2275766552213532,8.0,92.1875,7.8125,3.6,2.9664793948382653,12.8,0.6790123456790124,lumpy
81953B,64,5,59,0.21875,0.0,1.265773494620005,10.0,92.1875,7.8125,2.8,4.024922359499621,12.8,2.066326530612245,lumpy
85018C,51,4,47,0.7058823529411765,0.0,4.215657090642259,30.0,92.15686274509804,7.843137254901961,9.0,14.023789311975086,12.75,2.4279835390946505,lumpy
84805B,89,7,82,3.4157303370786516,0.0,17.438078103003658,96.0,92.13483146067416,7.865168539325836,43.42857142857143,49.32158804843015,12.714285714285714,1.2898019102031395,lumpy
72801g,38,3,35,0.2631578947368421,0.0,1.3086863751294662,8.0,92.10526315789474,7.89473684210526,3.3333333333333335,4.041451884327381,12.666666666666666,1.4700000000000002,lumpy
84967A,38,3,35,0.07894736842105263,0.0,0.2732763127330939,1.0,92.10526315789474,7.89473684210526,1.0,0.0,12.666666666666666,0.0,intermittent
90163B,100,8,92,0.12,0.0,0.43298354180586063,2.0,92.0,8.0,1.5,0.5345224838248488,12.5,0.12698412698412698,intermittent
62097B,50,4,46,0.22,0.0,0.8400680244565232,5.0,92.0,8.0,2.75,1.5,12.5,0.29752066115702475,intermittent
90068,25,2,23,0.08,0.0,0.27688746209726917,1.0,92.0,8.0,1.0,0.0,12.5,0.0,intermittent
35909A,62,5,57,0.3225806451612903,0.0,1.3028870029937625,6.0,91.93548387096774,8.064516129032256,4.0,2.7386127875258306,12.4,0.46875,intermittent
90130D,99,8,91,0.13131313131313133,0.0,0.6491197280597943,6.0,91.91919191919192,8.080808080808083,1.625,1.7677669529663689,12.375,1.1834319526627222,lumpy
84965A,37,3,34,0.5405405405405406,0.0,2.534151124523145,15.0,91.89189189189189,8.108108108108112,6.666666666666667,7.371114795831994,12.333333333333334,1.2224999999999997,lumpy
37491C,85,7,78,0.6823529411764706,0.0,4.533504280843438,41.0,91.76470588235294,8.235294117647058,8.285714285714286,14.636874503735257,12.142857142857142,3.120590566785572,lumpy
90179A,97,8,89,0.1134020618556701,0.0,0.43002637176383857,3.0,91.75257731958763,8.24742268041237,1.375,0.7440238091428449,12.125,0.29279811097992914,intermittent
47518f,97,8,89,0.08247422680412371,0.0,0.27651488404723595,1.0,91.75257731958763,8.24742268041237,1.0,0.0,12.125,0.0,intermittent
90149,97,8,89,0.6391752577319587,0.0,5.186492004497334,51.0,91.75257731958763,8.24742268041237,7.75,17.490813915554973,12.125,5.093503790694218,lumpy
17011D,36,3,33,5.805555555555555,0.0,32.187681267789785,193.0,91.66666666666667,8.333333333333329,69.66666666666667,107.0389337266274,12.0,2.360660241294842,lumpy
84551,96,8,88,0.40625,0.0,1.8329046548263799,12.0,91.66666666666667,8.333333333333329,4.875,4.54933276112317,12.0,0.8708556400864093,lumpy
90189A,96,8,88,0.11458333333333333,0.0,0.40703786625006216,2.0,91.66666666666667,8.333333333333329,1.375,0.5175491695067657,12.0,0.14167650531286896,intermittent
37488A,60,5,55,0.5166666666666667,0.0,2.890614072738546,22.0,91.66666666666667,8.333333333333329,6.2,8.899438184514796,12.0,2.0603537981269517,lumpy
90162A,95,8,87,0.3157894736842105,0.0,1.2226858984510276,7.0,91.57894736842105,8.421052631578945,3.75,2.3145502494313788,11.875,0.380952380952381,intermittent
90048,83,7,76,0.37349397590361444,0.0,2.2399414374612463,20.0,91.56626506024097,8.433734939759034,4.428571428571429,6.900655593423542,11.857142857142858,2.4280263614290667,lumpy
90152C,47,4,43,0.14893617021276595,0.0,0.5508382309778008,3.0,91.48936170212765,8.510638297872347,1.75,0.9574271077563381,11.75,0.2993197278911565,intermittent
84415B,70,6,64,0.2571428571428571,0.0,0.9583457106051014,6.0,91.42857142857143,8.57142857142857,3.0,1.6733200530681511,11.666666666666666,0.31111111111111117,intermittent
44091A,70,6,64,0.2571428571428571,0.0,1.058926367487293,6.0,91.42857142857143,8.57142857142857,3.0,2.3664319132398464,11.666666666666666,0.6222222222222221,lumpy
62097A,35,3,32,0.08571428571428572,0.0,0.2840286409986905,1.0,91.42857142857143,8.57142857142857,1.0,0.0,11.666666666666666,0.0,intermittent
90011E,93,8,85,0.08602150537634409,0.0,0.2819155739522732,1.0,91.39784946236558,8.602150537634415,1.0,0.0,11.625,0.0,intermittent
90025F,93,8,85,0.08602150537634409,0.0,0.2819155739522732,1.0,91.39784946236558,8.602150537634415,1.0,0.0,11.625,0.0,intermittent
21594,58,5,53,0.08620689655172414,0.0,0.2831206276062635,1.0,91.37931034482759,8.620689655172413,1.0,0.0,11.6,0.0,intermittent
84201B,81,7,74,0.4444444444444444,0.0,1.9104973174542799,12.0,91.35802469135803,8.641975308641975,5.142857142857143,4.525062483125562,11.571428571428571,0.7741769547325101,lumpy
90091,23,2,21,0.13043478260869565,0.0,0.45769658728016005,2.0,91.30434782608695,8.695652173913047,1.5,0.7071067811865476,11.5,0.22222222222222227,intermittent
35955,23,2,21,0.08695652173913043,0.0,0.2881040655200304,1.0,91.30434782608695,8.695652173913047,1.0,0.0,11.5,0.0,intermittent
84611B,46,4,42,0.15217391304347827,0.0,0.5149926128638622,2.0,91.30434782608695,8.695652173913047,1.75,0.5,11.5,0.08163265306122448,intermittent
79329,69,6,63,1.391304347826087,0.0,8.726594564056592,72.0,91.30434782608695,8.695652173913047,16.0,27.48090245970827,11.5,2.9499999999999997,lumpy
21596,46,4,42,0.17391304347826086,0.0,0.6767355572841977,4.0,91.30434782608695,8.695652173913047,2.0,1.4142135623730951,11.5,0.5000000000000001,lumpy
90027B,103,9,94,0.1262135922330097,0.0,0.49861792615591777,4.0,91.2621359223301,8.737864077669897,1.4444444444444444,1.0137937550497031,11.444444444444445,0.4926035502958579,lumpy
90151,103,9,94,0.1553398058252427,0.0,0.5900694800132432,4.0,91.2621359223301,8.737864077669897,1.7777777777777777,1.092906420717,11.444444444444445,0.37792968749999994,intermittent
90196A,103,9,94,0.1553398058252427,0.0,0.6224127870775221,4.0,91.2621359223301,8.737864077669897,1.7777777777777777,1.3017082793177759,11.444444444444445,0.5361328125000001,lumpy
37491B,80,7,73,0.175,0.0,0.6516774848832799,4.0,91.25,8.75,2.0,1.1547005383792515,11.428571428571429,0.3333333333333333,intermittent
90075,91,8,83,0.10989010989010989,0.0,0.37861001485109097,2.0,91.20879120879121,8.791208791208788,1.25,0.4629100498862757,11.375,0.13714285714285715,intermittent
90031,102,9,93,0.5098039215686274,0.0,2.6278971679898406,24.0,91.17647058823529,8.82352941176471,5.777777777777778,7.276293317647691,11.333333333333334,1.5859837278106508,lumpy
90046,68,6,62,0.19117647058823528,0.0,0.6966305460192359,4.0,91.17647058823529,8.82352941176471,2.1666666666666665,1.1690451944500122,11.333333333333334,0.29112426035502964,intermittent
35597D,45,4,41,1.2666666666666666,0.0,4.9744803291856075,24.0,91.11111111111111,8.888888888888886,14.25,10.781929326423912,11.25,0.572483841181902,lumpy
m,45,4,41,0.1111111111111111,0.0,0.38270699819136633,2.0,91.11111111111111,8.888888888888886,1.25,0.5,11.25,0.16000000000000003,intermittent
90038B,101,9,92,0.19801980198019803,0.0,0.8002474864715041,6.0,91.08910891089108,8.910891089108915,2.2222222222222223,1.7159383568311668,11.222222222222221,0.59625,lumpy
84743C,56,5,51,0.16071428571428573,0.0,0.5649387968230225,3.0,91.07142857142857,8.92857142857143,1.8,0.8366600265340756,11.2,0.21604938271604937,intermittent
90025E,67,6,61,0.08955223880597014,0.0,0.287694244451234,1.0,91.04477611940298,8.955223880597018,1.0,0.0,11.166666666666666,0.0,intermittent
71050,78,7,71,0.6538461538461539,0.0,2.3400905914139254,12.0,91.02564102564102,8.974358974358978,7.285714285714286,3.728908942943218,11.142857142857142,0.2619505318467257,intermittent
35823P,22,2,20,0.09090909090909091,0.0,0.29424494316824984,1.0,90.9090909090909,9.090909090909093,1.0,0.0,11.0,0.0,intermittent
35980B,22,2,20,0.18181818181818182,0.0,0.5884898863364997,2.0,90.9090909090909,9.090909090909093,2.0,0.0,11.0,0.0,intermittent
90042B,44,4,40,0.25,0.0,0.8387421368293256,4.0,90.9090909090909,9.090909090909093,2.75,0.9574271077563381,11.0,0.12121212121212119,intermittent
45013,76,7,69,0.631578947368421,0.0,3.3777393041822426,28.0,90.78947368421052,9.21052631578948,6.857142857142857,9.633769968684316,10.857142857142858,1.9738136574074072,lumpy
90154,76,7,69,0.7763157894736842,0.0,5.963441253080922,52.0,90.78947368421052,9.21052631578948,8.428571428571429,19.21680811908456,10.857142857142858,5.198218902614191,lumpy
20816,65,6,59,0.36923076923076925,0.0,1.3757864883543744,8.0,90.76923076923077,9.230769230769226,4.0,2.6076809620810595,10.833333333333334,0.425,intermittent
90055,97,9,88,0.09278350515463918,0.0,0.291635982676611,1.0,90.72164948453609,9.278350515463913,1.0,0.0,10.777777777777779,0.0,intermittent
44092C,97,9,88,0.23711340206185566,0.0,0.9216515506177015,6.0,90.72164948453609,9.278350515463913,2.5555555555555554,1.8782379449307742,10.777777777777779,0.5401701323251419,lumpy
21919,43,4,39,0.13953488372093023,0.0,0.4670778128727186,2.0,90.69767441860465,9.302325581395351,1.5,0.5773502691896257,10.75,0.1481481481481481,intermittent
84612B,43,4,39,0.46511627906976744,0.0,1.563708004792612,6.0,90.69767441860465,9.302325581395351,5.0,2.0,10.75,0.16000000000000003,intermittent
85132c,43,4,39,0.09302325581395349,0.0,0.293902598732179,1.0,90.69767441860465,9.302325581395351,1.0,0.0,10.75,0.0,intermittent
90001B,96,9,87,0.13541666666666666,0.0,0.4500243658120762,2.0,90.625,9.375,1.4444444444444444,0.5270462766947299,10.666666666666666,0.13313609467455625,intermittent
84660b,64,6,58,0.109375,0.0,0.36153058664429083,2.0,90.625,9.375,1.1666666666666667,0.408248290463863,10.666666666666666,0.1224489795918367,intermittent
21595,53,5,48,0.1509433962264151,0.0,0.49599264941414123,2.0,90.56603773584905,9.43396226415095,1.6,0.5477225575051661,10.6,0.11718749999999996,intermittent
84705C,74,7,67,0.5675675675675675,0.0,3.1058102028166545,24.0,90.54054054054055,9.459459459459453,6.0,8.906926143924924,10.571428571428571,2.2037037037037033,lumpy
84966A,42,4,38,0.30952380952380953,0.0,1.3157228420074858,8.0,90.47619047619048,9.523809523809518,3.25,3.304037933599835,10.5,1.0335305719921104,lumpy
